Entry,Entry name,Status,Protein names,Gene names,Length
Q9BYD2,RM09_HUMAN,reviewed,"39S ribosomal protein L9, mitochondrial (L9mt) (MRP-L9) (Mitochondrial large ribosomal subunit protein bL9m)",MRPL9,267
Q9Y3V2,RWDD3_HUMAN,reviewed,RWD domain-containing protein 3 (RWD domain-containing sumoylation enhancer) (RSUME),RWDD3 RSUME,267
P09237,MMP7_HUMAN,reviewed,Matrilysin (EC 3.4.24.23) (Matrin) (Matrix metalloproteinase-7) (MMP-7) (Pump-1 protease) (Uterine metalloproteinase),MMP7 MPSL1 PUMP1,267
Q13261,I15RA_HUMAN,reviewed,Interleukin-15 receptor subunit alpha (IL-15 receptor subunit alpha) (IL-15R-alpha) (IL-15RA) (CD antigen CD215) [Cleaved into: Soluble interleukin-15 receptor subunit alpha (sIL-15 receptor subunit alpha) (sIL-15R-alpha) (sIL-15RA)],IL15RA,267
P02647,APOA1_HUMAN,reviewed,Apolipoprotein A-I (Apo-AI) (ApoA-I) (Apolipoprotein A1) [Cleaved into: Proapolipoprotein A-I (ProapoA-I); Truncated apolipoprotein A-I (Apolipoprotein A-I(1-242))],APOA1,267
P08246,ELNE_HUMAN,reviewed,Neutrophil elastase (EC 3.4.21.37) (Bone marrow serine protease) (Elastase-2) (Human leukocyte elastase) (HLE) (Medullasin) (PMN elastase),ELANE ELA2,267
P01189,COLI_HUMAN,reviewed,Pro-opiomelanocortin (POMC) (Corticotropin-lipotropin) [Cleaved into: NPP; Melanotropin gamma (Gamma-MSH); Potential peptide; Corticotropin (Adrenocorticotropic hormone) (ACTH); Melanocyte-stimulating hormone alpha (Alpha-MSH) (Melanotropin alpha); Corticotropin-like intermediary peptide (CLIP); Lipotropin beta (Beta-LPH); Lipotropin gamma (Gamma-LPH); Melanocyte-stimulating hormone beta (Beta-MSH) (Melanotropin beta); Beta-endorphin; Met-enkephalin],POMC,267
Q9NUN7,ACER3_HUMAN,reviewed,Alkaline ceramidase 3 (AlkCDase 3) (Alkaline CDase 3) (EC 3.5.1.-) (EC 3.5.1.23) (Alkaline dihydroceramidase SB89) (Alkaline phytoceramidase) (aPHC),ACER3 APHC PHCA,267
Q8WV22,NSE1_HUMAN,reviewed,Non-structural maintenance of chromosomes element 1 homolog (Non-SMC element 1 homolog) (EC 2.3.2.27),NSMCE1 HSPC333 HSPC337,266
Q9Y580,RBM7_HUMAN,reviewed,RNA-binding protein 7 (RNA-binding motif protein 7),RBM7,266
P15428,PGDH_HUMAN,reviewed,15-hydroxyprostaglandin dehydrogenase [NAD(+)] (15-PGDH) (EC 1.1.1.141) (Prostaglandin dehydrogenase 1) (Short chain dehydrogenase/reductase family 36C member 1),HPGD PGDH1 SDR36C1,266
A4D2B0,MBLC1_HUMAN,reviewed,Metallo-beta-lactamase domain-containing protein 1 (EC 3.1.27.-) (Endoribonuclease MBLAC1),MBLAC1,266
P48060,GLIP1_HUMAN,reviewed,Glioma pathogenesis-related protein 1 (GliPR 1) (Protein RTVP-1),GLIPR1 GLIPR RTVP1,266
P79483,DRB3_HUMAN,reviewed,"HLA class II histocompatibility antigen, DR beta 3 chain (MHC class II antigen DRB3)",HLA-DRB3,266
Q30154,DRB5_HUMAN,reviewed,"HLA class II histocompatibility antigen, DR beta 5 chain (DR beta-5) (DR2-beta-2) (Dw2) (MHC class II antigen DRB5)",HLA-DRB5,266
P01911,DRB1_HUMAN,reviewed,"HLA class II histocompatibility antigen, DRB1 beta chain (Human leukocyte antigen DRB1) (HLA-DRB1)",HLA-DRB1,266
O94907,DKK1_HUMAN,reviewed,Dickkopf-related protein 1 (Dickkopf-1) (Dkk-1) (hDkk-1) (SK),DKK1 UNQ492/PRO1008,266
P62424,RL7A_HUMAN,reviewed,60S ribosomal protein L7a (Large ribosomal subunit protein eL8) (PLA-X polypeptide) (Surfeit locus protein 3),RPL7A SURF-3 SURF3,266
Q9NYN1,RASLC_HUMAN,reviewed,Ras-like protein family member 12 (EC 3.6.5.2) (Ras-like protein Ris),RASL12 RIS,266
O43819,SCO2_HUMAN,reviewed,"Protein SCO2 homolog, mitochondrial",SCO2,266
Q9NV23,SAST_HUMAN,reviewed,"S-acyl fatty acid synthase thioesterase, medium chain (EC 3.1.2.14) (Augmented in rheumatoid arthritis 1) (AURA1) (Oleoyl-ACP hydrolase) (Thioesterase 2) (TE2) (Thioesterase II) (Thioesterase domain-containing protein 1)",OLAH THEDC1,265
O60828,PQBP1_HUMAN,reviewed,Polyglutamine-binding protein 1 (PQBP-1) (38 kDa nuclear protein containing a WW domain) (Npw38) (Polyglutamine tract-binding protein 1),PQBP1 NPW38 JM26,265
P47902,CDX1_HUMAN,reviewed,Homeobox protein CDX-1 (Caudal-type homeobox protein 1),CDX1,265
P10746,HEM4_HUMAN,reviewed,Uroporphyrinogen-III synthase (UROIIIS) (UROS) (EC 4.2.1.75) (Hydroxymethylbilane hydrolyase [cyclizing]) (Uroporphyrinogen-III cosynthase),UROS,265
Q96BI3,APH1A_HUMAN,reviewed,Gamma-secretase subunit APH-1A (APH-1a) (Aph-1alpha) (Presenilin-stabilization factor),APH1A PSF CGI-78 UNQ579/PRO1141,265
P55064,AQP5_HUMAN,reviewed,Aquaporin-5 (AQP-5),AQP5,265
Q9UKW6,ELF5_HUMAN,reviewed,ETS-related transcription factor Elf-5 (E74-like factor 5) (Epithelium-restricted ESE-1-related Ets factor) (Epithelium-specific Ets transcription factor 2) (ESE-2),ELF5 ESE2,265
Q14002,CEAM7_HUMAN,reviewed,Carcinoembryonic antigen-related cell adhesion molecule 7 (CEA cell adhesion molecule 7) (Carcinoembryonic antigen CGM2),CEACAM7 CGM2,265
Q9BQ65,USB1_HUMAN,reviewed,U6 snRNA phosphodiesterase (hUsb1) (EC 3.1.4.-),USB1 C16orf57,265
P28070,PSB4_HUMAN,reviewed,Proteasome subunit beta type-4 (26 kDa prosomal protein) (HsBPROS26) (PROS-26) (Macropain beta chain) (Multicatalytic endopeptidase complex beta chain) (Proteasome beta chain) (Proteasome chain 3) (HsN3),PSMB4 PROS26,264
Q16594,TAF9_HUMAN,reviewed,Transcription initiation factor TFIID subunit 9 (RNA polymerase II TBP-associated factor subunit G) (STAF31/32) (Transcription initiation factor TFIID 31 kDa subunit) (TAFII-31) (TAFII31) (Transcription initiation factor TFIID 32 kDa subunit) (TAFII-32) (TAFII32),TAF9 TAF2G TAFII31,264
P61247,RS3A_HUMAN,reviewed,40S ribosomal protein S3a (Small ribosomal subunit protein eS1) (v-fos transformation effector protein) (Fte-1),RPS3A FTE1 MFTL,264
O75489,NDUS3_HUMAN,reviewed,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial (EC 7.1.1.2) (Complex I-30kD) (CI-30kD) (NADH-ubiquinone oxidoreductase 30 kDa subunit)",NDUFS3,264
P40261,NNMT_HUMAN,reviewed,Nicotinamide N-methyltransferase (EC 2.1.1.1),NNMT,264
Q5VZV1,MT21C_HUMAN,reviewed,Protein-lysine methyltransferase METTL21C (EC 2.1.1.-) (Methyltransferase-like protein 21C),METTL21C C13orf39,264
P49863,GRAK_HUMAN,reviewed,Granzyme K (EC 3.4.21.-) (Fragmentin-3) (Granzyme-3) (NK-tryptase-2) (NK-Tryp-2),GZMK TRYP2,264
P43166,CAH7_HUMAN,reviewed,Carbonic anhydrase 7 (EC 4.2.1.1) (Carbonate dehydratase VII) (Carbonic anhydrase VII) (CA-VII),CA7,264
Q9H9Q2,CSN7B_HUMAN,reviewed,COP9 signalosome complex subunit 7b (SGN7b) (Signalosome subunit 7b) (JAB1-containing signalosome subunit 7b),COPS7B CSN7B,264
O95863,SNAI1_HUMAN,reviewed,Zinc finger protein SNAI1 (Protein snail homolog 1) (Protein sna),SNAI1 SNAH,264
Q2MKA7,RSPO1_HUMAN,reviewed,R-spondin-1 (Roof plate-specific spondin-1) (hRspo1),RSPO1,263
P25786,PSA1_HUMAN,reviewed,Proteasome subunit alpha type-1 (30 kDa prosomal protein) (PROS-30) (Macropain subunit C2) (Multicatalytic endopeptidase complex subunit C2) (Proteasome component C2) (Proteasome nu chain),PSMA1 HC2 NU PROS30 PSC2,263
Q969J5,I22R2_HUMAN,reviewed,"Interleukin-22 receptor subunit alpha-2 (IL-22 receptor subunit alpha-2) (IL-22R-alpha-2) (IL-22RA2) (Cytokine receptor class-II member 10) (Cytokine receptor family 2 member 10) (CRF2-10) (Cytokine receptor family type 2, soluble 1) (CRF2-S1) (Interleukin-22-binding protein) (IL-22BP) (IL22BP) (ZcytoR16)",IL22RA2 UNQ5793/PRO19598/PRO19822,263
O95050,INMT_HUMAN,reviewed,Indolethylamine N-methyltransferase (Indolamine N-methyltransferase) (EC 2.1.1.49) (EC 2.1.1.96) (Aromatic alkylamine N-methyltransferase) (Amine N-methyltransferase) (Arylamine N-methyltransferase) (Thioether S-methyltransferase) (TEMT),INMT,263
O95633,FSTL3_HUMAN,reviewed,Follistatin-related protein 3 (Follistatin-like protein 3) (Follistatin-related gene protein),FSTL3 FLRG UNQ674/PRO1308,263
P28068,DMB_HUMAN,reviewed,"HLA class II histocompatibility antigen, DM beta chain (MHC class II antigen DMB) (Really interesting new gene 7 protein)",HLA-DMB DMB RING7,263
P28074,PSB5_HUMAN,reviewed,Proteasome subunit beta type-5 (EC 3.4.25.1) (Macropain epsilon chain) (Multicatalytic endopeptidase complex epsilon chain) (Proteasome chain 6) (Proteasome epsilon chain) (Proteasome subunit MB1) (Proteasome subunit X),PSMB5 LMPX MB1 X,263
P22090,RS4Y1_HUMAN,reviewed,"40S ribosomal protein S4, Y isoform 1 (Small ribosomal subunit protein eS4)",RPS4Y1 RPS4Y PRO2646,263
P62701,RS4X_HUMAN,reviewed,"40S ribosomal protein S4, X isoform (SCR10) (Single copy abundant mRNA protein) (Small ribosomal subunit protein eS4)",RPS4X CCG2 RPS4 SCAR,263
Q99619,SPSB2_HUMAN,reviewed,SPRY domain-containing SOCS box protein 2 (SSB-2) (Gene-rich cluster protein C9),SPSB2 GRCC9 SSB2,263
Q9Y657,SPIN1_HUMAN,reviewed,Spindlin-1 (Ovarian cancer-related protein) (Spindlin1),SPIN1 OCR SPIN,262
Q92871,PMM1_HUMAN,reviewed,Phosphomannomutase 1 (PMM 1) (EC 5.4.2.8) (PMMH-22),PMM1 PMMH22,262
P06870,KLK1_HUMAN,reviewed,Kallikrein-1 (EC 3.4.21.35) (Kidney/pancreas/salivary gland kallikrein) (Tissue kallikrein),KLK1,262
Q5UCC4,EMC10_HUMAN,reviewed,ER membrane protein complex subunit 10 (Hematopoietic signal peptide-containing membrane domain-containing protein 1),EMC10 C19orf63 INM02 UNQ764/PRO1556,262
Q86VU5,CMTD1_HUMAN,reviewed,Catechol O-methyltransferase domain-containing protein 1 (EC 2.1.1.-),COMTD1 UNQ766/PRO1558,262
P12544,GRAA_HUMAN,reviewed,Granzyme A (EC 3.4.21.78) (CTL tryptase) (Cytotoxic T-lymphocyte proteinase 1) (Fragmentin-1) (Granzyme-1) (Hanukkah factor) (H factor) (HF),GZMA CTLA3 HFSP,262
Q8N1Q1,CAH13_HUMAN,reviewed,Carbonic anhydrase 13 (EC 4.2.1.1) (Carbonate dehydratase XIII) (Carbonic anhydrase XIII) (CA-XIII),CA13,262
Q96E11,RRFM_HUMAN,reviewed,"Ribosome-recycling factor, mitochondrial (RRF) (Ribosome-releasing factor, mitochondrial)",MRRF,262
Q9NVS9,PNPO_HUMAN,reviewed,Pyridoxine-5'-phosphate oxidase (EC 1.4.3.5) (Pyridoxamine-phosphate oxidase),PNPO,261
Q7Z7H8,RM10_HUMAN,reviewed,"39S ribosomal protein L10, mitochondrial (L10mt) (MRP-L10) (39S ribosomal protein L8, mitochondrial) (L8mt) (MRP-L8) (Mitochondrial large ribosomal subunit protein uL10m)",MRPL10 MRPL8 RPML8,261
P07288,KLK3_HUMAN,reviewed,Prostate-specific antigen (PSA) (EC 3.4.21.77) (Gamma-seminoprotein) (Seminin) (Kallikrein-3) (P-30 antigen) (Semenogelase),KLK3 APS,261
P25789,PSA4_HUMAN,reviewed,Proteasome subunit alpha type-4 (Macropain subunit C9) (Multicatalytic endopeptidase complex subunit C9) (Proteasome component C9) (Proteasome subunit L),PSMA4 HC9 PSC9,261
Q14847,LASP1_HUMAN,reviewed,LIM and SH3 domain protein 1 (LASP-1) (Metastatic lymph node gene 50 protein) (MLN 50),LASP1 MLN50,261
Q99714,HCD2_HUMAN,reviewed,3-hydroxyacyl-CoA dehydrogenase type-2 (EC 1.1.1.35) (17-beta-estradiol 17-dehydrogenase) (EC 1.1.1.62) (2-methyl-3-hydroxybutyryl-CoA dehydrogenase) (MHBD) (3-alpha-(17-beta)-hydroxysteroid dehydrogenase (NAD(+))) (EC 1.1.1.239) (3-hydroxy-2-methylbutyryl-CoA dehydrogenase) (EC 1.1.1.178) (3-hydroxyacyl-CoA dehydrogenase type II) (3alpha(or 20beta)-hydroxysteroid dehydrogenase) (EC 1.1.1.53) (7-alpha-hydroxysteroid dehydrogenase) (EC 1.1.1.159) (Endoplasmic reticulum-associated amyloid beta-peptide-binding protein) (Mitochondrial ribonuclease P protein 2) (Mitochondrial RNase P protein 2) (Short chain dehydrogenase/reductase family 5C member 1) (Short-chain type dehydrogenase/reductase XH98G2) (Type II HADH),HSD17B10 ERAB HADH2 MRPP2 SCHAD SDR5C1 XH98G2,261
P01920,DQB1_HUMAN,reviewed,"HLA class II histocompatibility antigen, DQ beta 1 chain (MHC class II antigen DQB1)",HLA-DQB1 HLA-DQB,261
P20151,KLK2_HUMAN,reviewed,Kallikrein-2 (EC 3.4.21.35) (Glandular kallikrein-1) (hGK-1) (Tissue kallikrein-2),KLK2,261
P05937,CALB1_HUMAN,reviewed,"Calbindin (Calbindin D28) (D-28K) (Vitamin D-dependent calcium-binding protein, avian-type)",CALB1 CAB27,261
P00915,CAH1_HUMAN,reviewed,Carbonic anhydrase 1 (EC 4.2.1.1) (Carbonate dehydratase I) (Carbonic anhydrase B) (CAB) (Carbonic anhydrase I) (CA-I),CA1,261
P28067,DMA_HUMAN,reviewed,"HLA class II histocompatibility antigen, DM alpha chain (MHC class II antigen DMA) (Really interesting new gene 6 protein)",HLA-DMA DMA RING6,261
Q9UHY7,ENOPH_HUMAN,reviewed,"Enolase-phosphatase E1 (EC 3.1.3.77) (2,3-diketo-5-methylthio-1-phosphopentane phosphatase) (MASA homolog)",ENOPH1 MASA MSTP145,261
Q9P0I2,EMC3_HUMAN,reviewed,ER membrane protein complex subunit 3 (Transmembrane protein 111),EMC3 TMEM111,261
P30040,ERP29_HUMAN,reviewed,Endoplasmic reticulum resident protein 29 (ERp29) (Endoplasmic reticulum resident protein 28) (ERp28) (Endoplasmic reticulum resident protein 31) (ERp31),ERP29 C12orf8 ERP28,261
P29965,CD40L_HUMAN,reviewed,"CD40 ligand (CD40-L) (T-cell antigen Gp39) (TNF-related activation protein) (TRAP) (Tumor necrosis factor ligand superfamily member 5) (CD antigen CD154) [Cleaved into: CD40 ligand, membrane form; CD40 ligand, soluble form (sCD40L)]",CD40LG CD40L TNFSF5 TRAP,261
Q6NS38,ALKB2_HUMAN,reviewed,DNA oxidative demethylase ALKBH2 (EC 1.14.11.33) (Alkylated DNA repair protein alkB homolog 2) (Alpha-ketoglutarate-dependent dioxygenase alkB homolog 2) (Oxy DC1),ALKBH2 ABH2,261
Q92506,DHB8_HUMAN,reviewed,(3R)-3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.n12) (17-beta-hydroxysteroid dehydrogenase 8) (17-beta-HSD 8) (HSD17B8) (3-ketoacyl-[acyl-carrier-protein] reductase alpha subunit) (KAR alpha subunit) (3-oxoacyl-[acyl-carrier-protein] reductase) (Estradiol 17-beta-dehydrogenase 8) (EC 1.1.1.62) (Protein Ke6) (Ke6) (Short chain dehydrogenase/reductase family 30C member 1) (Testosterone 17-beta-dehydrogenase 8) (EC 1.1.1.239),HSD17B8 FABGL HKE6 RING2 SDR30C1,261
Q9GZU7,CTDS1_HUMAN,reviewed,Carboxy-terminal domain RNA polymerase II polypeptide A small phosphatase 1 (EC 3.1.3.16) (Nuclear LIM interactor-interacting factor 3) (NLI-IF) (NLI-interacting factor 3) (Small C-terminal domain phosphatase 1) (SCP1) (Small CTD phosphatase 1),CTDSP1 NIF3 NLIIF SCP1,261
P00414,COX3_HUMAN,reviewed,Cytochrome c oxidase subunit 3 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide III),MT-CO3 COIII COXIII MTCO3,261
P17861,XBP1_HUMAN,reviewed,"X-box-binding protein 1 (XBP-1) (Tax-responsive element-binding protein 5) (TREB-5) [Cleaved into: X-box-binding protein 1, cytoplasmic form; X-box-binding protein 1, luminal form]",XBP1 TREB5 XBP2,261
Q96PM5,ZN363_HUMAN,reviewed,RING finger and CHY zinc finger domain-containing protein 1 (EC 2.3.2.27) (Androgen receptor N-terminal-interacting protein) (CH-rich-interacting match with PLAG1) (E3 ubiquitin-protein ligase Pirh2) (RING finger protein 199) (RING-type E3 ubiquitin transferase RCHY1) (Zinc finger protein 363) (p53-induced RING-H2 protein) (hPirh2),RCHY1 ARNIP CHIMP PIRH2 RNF199 ZNF363,261
Q9H6Q3,SLAP2_HUMAN,reviewed,Src-like-adapter 2 (Modulator of antigen receptor signaling) (MARS) (Src-like adapter protein 2) (SLAP-2),SLA2 C20orf156 SLAP2,261
P12004,PCNA_HUMAN,reviewed,Proliferating cell nuclear antigen (PCNA) (Cyclin),PCNA,261
P35270,SPRE_HUMAN,reviewed,Sepiapterin reductase (SPR) (EC 1.1.1.153),SPR,261
Q9BZX2,UCK2_HUMAN,reviewed,Uridine-cytidine kinase 2 (UCK 2) (EC 2.7.1.48) (Cytidine monophosphokinase 2) (Testis-specific protein TSA903) (Uridine monophosphokinase 2),UCK2 UMPK,261
A0A0U5Q247,A0A0U5Q247_HUMAN,unreviewed,"HLA class II histocompatibility antigen, DQ beta 1 chain (MHC class II antigen)",HLA-DQB1,261
Q5Y7D3,Q5Y7D3_HUMAN,unreviewed,"HLA class II histocompatibility antigen DQ beta chain (HLA class II histocompatibility antigen, DQ beta 1 chain) (MHC class II antigen)",HLA-DQB1,261
O60259,KLK8_HUMAN,reviewed,Kallikrein-8 (hK8) (EC 3.4.21.118) (Neuropsin) (NP) (Ovasin) (Serine protease 19) (Serine protease TADG-14) (Tumor-associated differentially expressed gene 14 protein),KLK8 NRPN PRSS19 TADG14 UNQ283/PRO322,260
P00918,CAH2_HUMAN,reviewed,Carbonic anhydrase 2 (EC 4.2.1.1) (Carbonate dehydratase II) (Carbonic anhydrase C) (CAC) (Carbonic anhydrase II) (CA-II),CA2,260
P31274,HXC9_HUMAN,reviewed,Homeobox protein Hox-C9 (Homeobox protein Hox-3B),HOXC9 HOX3B,260
P07451,CAH3_HUMAN,reviewed,Carbonic anhydrase 3 (EC 4.2.1.1) (Carbonate dehydratase III) (Carbonic anhydrase III) (CA-III),CA3,260
P27707,DCK_HUMAN,reviewed,Deoxycytidine kinase (dCK) (EC 2.7.1.74) (Deoxyadenosine kinase) (EC 2.7.1.76) (Deoxyguanosine kinase) (EC 2.7.1.113),DCK,260
Q8WXX5,DNJC9_HUMAN,reviewed,DnaJ homolog subfamily C member 9 (HDJC9) (DnaJ protein SB73),DNAJC9,260
P26842,CD27_HUMAN,reviewed,CD27 antigen (CD27L receptor) (T-cell activation antigen CD27) (T14) (Tumor necrosis factor receptor superfamily member 7) (CD antigen CD27),CD27 TNFRSF7,260
P20036,DPA1_HUMAN,reviewed,"HLA class II histocompatibility antigen, DP alpha 1 chain (DP(W3)) (DP(W4)) (HLA-SB alpha chain) (MHC class II DP3-alpha) (MHC class II DPA1)",HLA-DPA1 HLA-DP1A HLASB,260
Q6UWP2,DHR11_HUMAN,reviewed,Dehydrogenase/reductase SDR family member 11 (17-beta-hydroxysteroid dehydrogenase) (3-beta-hydroxysteroid 3-dehydrogenase) (EC 1.1.1.270) (Estradiol 17-beta-dehydrogenase) (EC 1.1.1.62) (Short-chain dehydrogenase/reductase family 24C member 1),DHRS11 SDR24C1 UNQ836/PRO1774,260
Q9BSF4,TIM29_HUMAN,reviewed,Mitochondrial import inner membrane translocase subunit Tim29 (TIM29),TIMM29 c19orf52,260
O14593,RFXK_HUMAN,reviewed,DNA-binding protein RFXANK (Ankyrin repeat family A protein 1) (Regulatory factor X subunit B) (RFX-B) (Regulatory factor X-associated ankyrin-containing protein),RFXANK ANKRA1 RFXB,260
Q9BSM1,PCGF1_HUMAN,reviewed,Polycomb group RING finger protein 1 (Nervous system Polycomb-1) (NSPc1) (RING finger protein 68),PCGF1 NSPC1 RNF68,259
Q96PB8,LRC3B_HUMAN,reviewed,Leucine-rich repeat-containing protein 3B (Leucine-rich repeat protein 15),LRRC3B LRP15 UNQ195/PRO221,259
P07738,PMGE_HUMAN,reviewed,"Bisphosphoglycerate mutase (BPGM) (EC 5.4.2.4) (2,3-bisphosphoglycerate mutase, erythrocyte) (2,3-bisphosphoglycerate synthase) (EC 5.4.2.11) (2,3-diphosphoglycerate mutase) (DPGM) (BPG-dependent PGAM)",BPGM,259
Q96GG9,DCNL1_HUMAN,reviewed,DCN1-like protein 1 (DCNL1) (DCUN1 domain-containing protein 1) (Defective in cullin neddylation protein 1-like protein 1) (Squamous cell carcinoma-related oncogene),DCUN1D1 DCN1 DCUN1L1 RP42 SCCRO,259
Q6PH85,DCNL2_HUMAN,reviewed,DCN1-like protein 2 (DCNL2) (DCUN1 domain-containing protein 2) (Defective in cullin neddylation protein 1-like protein 2),DCUN1D2 C13orf17 DCUN1L2,259
Q9H0R4,HDHD2_HUMAN,reviewed,Haloacid dehalogenase-like hydrolase domain-containing protein 2,HDHD2,259
P08833,IBP1_HUMAN,reviewed,Insulin-like growth factor-binding protein 1 (IBP-1) (IGF-binding protein 1) (IGFBP-1) (Placental protein 12) (PP12),IGFBP1 IBP1,259
Q12983,BNIP3_HUMAN,reviewed,BCL2/adenovirus E1B 19 kDa protein-interacting protein 3,BNIP3 NIP3,259
Q8N2K1,UB2J2_HUMAN,reviewed,Ubiquitin-conjugating enzyme E2 J2 (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme J2) (Non-canonical ubiquitin-conjugating enzyme 2) (NCUBE-2),UBE2J2 NCUBE2,259
H0Y4R8,H0Y4R8_HUMAN,unreviewed,Nuclear autoantigen Sp-100 (Fragment),SP100,259
Q9Y676,RT18B_HUMAN,reviewed,"28S ribosomal protein S18b, mitochondrial (MRP-S18-b) (Mrps18-b) (S18mt-b) (28S ribosomal protein S18-2, mitochondrial) (MRP-S18-2) (Mitochondrial small ribosomal subunit protein bS18b) (Mitochondrial small ribosomal subunit protein mS40)",MRPS18B C6orf14 HSPC183 PTD017,258
O95721,SNP29_HUMAN,reviewed,Synaptosomal-associated protein 29 (SNAP-29) (Soluble 29 kDa NSF attachment protein) (Vesicle-membrane fusion protein SNAP-29),SNAP29,258
Q5JUX0,SPIN3_HUMAN,reviewed,Spindlin-3 (Spindlin-like protein 3) (SPIN-3),SPIN3,258
P22692,IBP4_HUMAN,reviewed,Insulin-like growth factor-binding protein 4 (IBP-4) (IGF-binding protein 4) (IGFBP-4),IGFBP4 IBP4,258
O75822,EIF3J_HUMAN,reviewed,Eukaryotic translation initiation factor 3 subunit J (eIF3j) (Eukaryotic translation initiation factor 3 subunit 1) (eIF-3-alpha) (eIF3 p35),EIF3J EIF3S1 PRO0391,258
P04440,DPB1_HUMAN,reviewed,"HLA class II histocompatibility antigen, DP beta 1 chain (HLA class II histocompatibility antigen, DP(W4) beta chain) (MHC class II antigen DPB1)",HLA-DPB1 HLA-DP1B,258
Q14331,FRG1_HUMAN,reviewed,Protein FRG1 (FSHD region gene 1 protein),FRG1,258
Q9BPZ2,SPI2B_HUMAN,reviewed,Spindlin-2B (Spindlin-like protein 2B) (SPIN-2) (SPIN-2B),SPIN2B SPIN2,258
Q96H20,SNF8_HUMAN,reviewed,Vacuolar-sorting protein SNF8 (ELL-associated protein of 30 kDa) (ESCRT-II complex subunit VPS22) (hVps22),SNF8 EAP30,258
Q7L0Q8,RHOU_HUMAN,reviewed,Rho-related GTP-binding protein RhoU (CDC42-like GTPase 1) (GTP-binding protein-like 1) (Rho GTPase-like protein ARHU) (Ryu GTPase) (Wnt-1 responsive Cdc42 homolog 1) (WRCH-1),RHOU ARHU CDC42L1 G28K WRCH1 SB128,258
Q86V81,THOC4_HUMAN,reviewed,THO complex subunit 4 (Tho4) (Ally of AML-1 and LEF-1) (Aly/REF export factor) (Transcriptional coactivator Aly/REF) (bZIP-enhancing factor BEF),ALYREF ALY BEF THOC4,257
Q15466,NR0B2_HUMAN,reviewed,Nuclear receptor subfamily 0 group B member 2 (Orphan nuclear receptor SHP) (Small heterodimer partner),NR0B2 SHP,257
P20783,NTF3_HUMAN,reviewed,Neurotrophin-3 (NT-3) (HDNF) (Nerve growth factor 2) (NGF-2) (Neurotrophic factor),NTF3,257
P15328,FOLR1_HUMAN,reviewed,"Folate receptor alpha (FR-alpha) (Adult folate-binding protein) (FBP) (Folate receptor 1) (Folate receptor, adult) (KB cells FBP) (Ovarian tumor-associated antigen MOv18)",FOLR1 FOLR,257
Q719H9,KCTD1_HUMAN,reviewed,BTB/POZ domain-containing protein KCTD1 (Potassium channel tetramerization domain-containing protein 1),KCTD1 C18orf5,257
P56915,GSC_HUMAN,reviewed,Homeobox protein goosecoid,GSC,257
P51124,GRAM_HUMAN,reviewed,Granzyme M (EC 3.4.21.-) (Met-1 serine protease) (Hu-Met-1) (Met-ase) (Natural killer cell granular protease),GZMM MET1,257
P12319,FCERA_HUMAN,reviewed,High affinity immunoglobulin epsilon receptor subunit alpha (Fc-epsilon RI-alpha) (FcERI) (IgE Fc receptor subunit alpha),FCER1A FCE1A,257
Q8WV99,ZFN2B_HUMAN,reviewed,AN1-type zinc finger protein 2B (Arsenite-inducible RNA-associated protein-like protein) (AIRAP-like protein),ZFAND2B AIRAPL,257
P82914,RT15_HUMAN,reviewed,"28S ribosomal protein S15, mitochondrial (MRP-S15) (S15mt) (Mitochondrial small ribosomal subunit protein uS15m)",MRPS15 RPMS15 DC37,257
P62917,RL8_HUMAN,reviewed,60S ribosomal protein L8 (Large ribosomal subunit protein uL2),RPL8,257
Q16633,OBF1_HUMAN,reviewed,POU domain class 2-associating factor 1 (B-cell-specific coactivator OBF-1) (BOB-1) (OCA-B) (OCT-binding factor 1),POU2AF1 BOB1 OBF1,256
Q9ULW5,RAB26_HUMAN,reviewed,Ras-related protein Rab-26,RAB26,256
P24158,PRTN3_HUMAN,reviewed,Myeloblastin (EC 3.4.21.76) (AGP7) (C-ANCA antigen) (Leukocyte proteinase 3) (PR-3) (PR3) (Neutrophil proteinase 4) (NP-4) (P29) (Wegener autoantigen),PRTN3 MBN,256
Q13084,RM28_HUMAN,reviewed,"39S ribosomal protein L28, mitochondrial (L28mt) (MRP-L28) (Melanoma antigen p15) (Melanoma-associated antigen recognized by T-lymphocytes) (Mitochondrial large ribosomal subunit protein bL28m)",MRPL28 MAAT1,256
Q86SE9,PCGF5_HUMAN,reviewed,Polycomb group RING finger protein 5 (RING finger protein 159),PCGF5 RNF159,256
P30048,PRDX3_HUMAN,reviewed,"Thioredoxin-dependent peroxide reductase, mitochondrial (EC 1.11.1.24) (Antioxidant protein 1) (AOP-1) (HBC189) (Peroxiredoxin III) (Prx-III) (Peroxiredoxin-3) (Protein MER5 homolog) (Thioredoxin-dependent peroxiredoxin 3)",PRDX3 AOP1,256
Q9H063,MAF1_HUMAN,reviewed,Repressor of RNA polymerase III transcription MAF1 homolog,MAF1,256
